,Name,APPLE,APPLE - NUMBER OF SHARES,APPLE - FREE FLOAT NOSH,APPLE_X,ALLIANZ,ALLIANZ - NUMBER OF SHARES,ALLIANZ - FREE FLOAT NOSH,ALLIANZ_X,GENERAL ELECTRIC,GENERAL ELECTRIC - NUMBER OF SHARES,GENERAL ELECTRIC - FREE FLOAT NOSH,GENERAL ELECTRIC_X,LLOYDS BANKING GROUP,LLOYDS BANKING GROUP - NUMBER OF SHARES,LLOYDS BANKING GROUP - FREE FLOAT NOSH,LLOYDS BANKING GROUP_X,BT GROUP,BT GROUP - NUMBER OF SHARES,BT GROUP - FREE FLOAT NOSH,BT GROUP_X,DEUTSCHE POST,DEUTSCHE POST - NUMBER OF SHARES,DEUTSCHE POST - FREE FLOAT NOSH,DEUTSCHE POST_X,JOHNSON & JOHNSON,JOHNSON & JOHNSON - NUMBER OF SHARES,JOHNSON & JOHNSON - FREE FLOAT NOSH,JOHNSON & JOHNSON_X,M
0,2015-04-20,127.6,5761029,1.0,1.0,163.773,457000,0.94,0.929843321400344,25.973,10075930,1.0,1.0,78.59,71373680,0.79,0.6704434983741745,453.0,8372216,0.95,0.6704434983741745,30.147,1211180,0.73,0.929843321400344,100.21,2780556,1.0,1.0,6752193490.043155
1,2015-04-21,126.91,5761029,1.0,1.0,163.725,457000,0.94,0.9309686729041569,25.5885,10075930,1.0,1.0,79.02,71373680,0.79,0.6698147962088482,456.85,8372216,0.95,0.6698147962088482,30.36,1211180,0.73,0.9309686729041569,100.3,2780556,1.0,1.0,6776559294.656851
2,2015-04-22,128.62,5761029,1.0,1.0,162.545,457000,0.94,0.9324878776575904,25.8672,10075930,1.0,1.0,78.23,71373680,0.79,0.6648936170212766,460.55,8372216,0.95,0.6648936170212766,30.039,1211180,0.73,0.9324878776575904,100.43,2780556,1.0,1.0,6739131843.119045
3,2015-04-23,129.67,5761029,1.0,1.0,160.484,457000,0.94,0.9257973429616257,25.8096,10075930,1.0,1.0,78.99,71373680,0.79,0.6642752756742394,463.9,8372216,0.95,0.6642752756742394,29.623,1211180,0.73,0.9257973429616257,100.46,2780556,1.0,1.0,6784051754.017053
4,2015-04-24,130.28,5761029,1.0,1.0,156.349,457000,0.94,0.9203442087340666,25.7615,10075930,1.0,1.0,79.1,71373680,0.79,0.6594131223211342,467.6,8372216,0.95,0.6594131223211342,30.092,1211180,0.73,0.9203442087340666,101.08,2773043,1.0,1.0,6770174106.965452
5,2015-04-27,132.65,5761029,1.0,1.0,158.295,457000,0.94,0.918822070106124,25.8384,10075930,1.0,1.0,78.65,71373680,0.79,0.6574621959237344,464.35,8372216,0.95,0.6574621959237344,30.549,1211180,0.73,0.918822070106124,100.58,2773043,1.0,1.0,6734578826.585052
6,2015-04-28,130.56,5761029,1.0,1.0,155.6,457000,0.94,0.9106224104175205,26.0691,10075930,1.0,1.0,78.0,71373680,0.79,0.6526350138684941,465.45,8372216,0.95,0.6526350138684941,29.946,1211180,0.73,0.9106224104175205,100.74,2773043,1.0,1.0,6665543131.0445595
7,2015-04-29,128.64,5761029,1.0,1.0,152.689,457000,0.94,0.8968609865470852,26.0403,10075930,1.0,1.0,77.42,71373680,0.79,0.647060726649196,457.5,8372216,0.95,0.647060726649196,29.092,1211180,0.73,0.8968609865470852,100.39,2773043,1.0,1.0,6542910748.70829
8,2015-04-30,125.15,5761029,1.0,1.0,153.244,457000,0.94,0.8924189014323324,26.0306,10075930,1.0,1.0,77.38,71373680,0.79,0.6507239303725394,455.75,8372359,0.95,0.6507239303725394,29.477,1211180,0.73,0.8924189014323324,99.2,2773043,1.0,1.0,6538354073.582959
9,2015-05-01,128.95,5761029,1.0,1.0,153.244,457000,0.94,0.8910670527957228,26.2517,10075930,1.0,1.0,82.87,71373680,0.76,0.6588483331137172,459.8,8372359,0.93,0.6588483331137172,29.477,1211184,0.73,0.8910670527957228,100.13,2773043,1.0,1.0,6687365601.671153
10,2015-05-04,128.7,5761029,1.0,1.0,155.666,457000,0.94,0.8959369260404068,26.2133,10075930,1.0,1.0,82.87,71373680,0.76,0.661485033901108,459.8,8372359,0.93,0.661485033901108,29.94,1211184,0.73,0.8959369260404068,100.35,2773043,1.0,1.0,6709187194.730538
11,2015-05-05,125.8,5761029,1.0,1.0,151.855,457000,0.94,0.893854748603352,25.8768,10075930,1.0,1.0,82.41,71373680,0.76,0.6583495177589782,449.2,8372359,0.93,0.6583495177589782,29.072,1211184,0.73,0.893854748603352,99.5,2773043,1.0,1.0,6588304531.874043
12,2015-05-06,125.01,5761029,1.0,1.0,154.2,457000,0.94,0.8807080893038002,25.7711,10075930,1.0,1.0,82.68,71373680,0.76,0.6557377049180328,454.3,8372359,0.93,0.6557377049180328,29.147,1211184,0.73,0.8807080893038002,99.17,2773043,1.0,1.0,6596355979.238408
13,2015-05-07,125.26,5761029,1.0,1.0,148.412,457000,0.94,0.8879811747990942,25.9922,10075930,1.0,1.0,82.13,71373680,0.76,0.6578081831337982,453.1,8372359,0.93,0.6578081831337982,29.159,1211184,0.73,0.8879811747990942,99.66,2773043,1.0,1.0,6590691923.291618
14,2015-05-08,127.62,5761029,1.0,1.0,150.484,457000,0.94,0.891384766234345,26.2998,10075930,1.0,1.0,86.85,71373680,0.76,0.6483402489626556,469.65,8372359,0.93,0.6483402489626556,29.91,1211184,0.73,0.891384766234345,101.47,2773043,1.0,1.0,6788056572.577938
15,2015-05-11,126.32,5761029,1.0,1.0,149.22,457000,0.94,0.8967403488319956,25.8768,10075930,1.0,1.0,86.6,71373680,0.76,0.6426115734344375,470.0,8372359,0.93,0.6426115734344375,29.761,1211184,0.73,0.8967403488319956,101.03,2773043,1.0,1.0,6720067431.982601
16,2015-05-12,125.865,5761029,1.0,1.0,145.301,457000,0.94,0.8891655181612058,25.9826,10075930,1.0,1.0,87.02,71454580,0.76,0.6384269160787819,464.7,8372359,0.93,0.6384269160787819,28.488,1211184,0.73,0.8891655181612058,100.47,2773043,1.0,1.0,6670419691.368662
17,2015-05-13,126.01,5761029,1.0,1.0,145.439,457000,0.94,0.8808632459810614,26.1556,10075930,1.0,1.0,88.74,71454580,0.76,0.6358896095637797,467.95,8372359,0.93,0.6358896095637797,27.69,1211184,0.73,0.8808632459810614,100.55,2773043,1.0,1.0,6726239250.187243
18,2015-05-14,128.95,5761029,1.0,1.0,148.208,457000,0.94,0.8787346221441126,26.3479,10075930,1.0,1.0,88.82,71454580,0.76,0.6346385733324871,465.0,8372359,0.93,0.6346385733324871,28.088,1211184,0.73,0.8787346221441126,101.83,2773043,1.0,1.0,6727425826.755542
19,2015-05-15,128.77,5761029,1.0,1.0,147.35,457000,0.94,0.87404947120007,26.2133,10075930,1.0,1.0,89.0,71454580,0.76,0.6332320162107397,463.0,8372359,0.93,0.6332320162107397,28.217,1211184,0.73,0.87404947120007,102.3,2773043,1.0,1.0,6710150592.480846
20,2015-05-18,130.19,5761029,1.0,1.0,148.864,457000,0.94,0.8799718409010912,26.2517,10075930,1.0,1.0,88.14,71454580,0.76,0.6375924509053813,461.35,8372359,0.93,0.6375924509053813,28.46,1211184,0.73,0.8799718409010912,103.42,2773043,1.0,1.0,6721933702.075078
21,2015-05-19,130.07,5761029,1.0,1.0,151.966,457000,0.94,0.8986744551786117,26.2902,10075930,1.0,1.0,88.0,71454580,0.76,0.6450572488308338,466.45,8372359,0.93,0.6450572488308338,28.701,1211184,0.73,0.8986744551786117,103.96,2773043,1.0,1.0,6809439713.9232
22,2015-05-20,130.06,5761029,1.0,1.0,151.753,457000,0.94,0.9006980409817609,26.5689,10075930,1.0,1.0,87.73,71454580,0.76,0.64285943878371,462.15,8372359,0.93,0.64285943878371,28.809,1211184,0.73,0.9006980409817609,103.6,2773043,1.0,1.0,6761944147.000746
23,2015-05-21,131.39,5761029,1.0,1.0,152.399,457000,0.94,0.8991592860675269,26.6458,10075930,1.0,1.0,87.84,71454580,0.76,0.6381824563642745,459.15,8372359,0.93,0.6381824563642745,29.069,1211184,0.73,0.8991592860675269,102.42,2773043,1.0,1.0,6717218710.196363
24,2015-05-22,132.54,5761029,1.0,1.0,152.469,457000,0.94,0.9071529006213997,26.6074,10075930,1.0,1.0,87.98,71454580,0.76,0.6450572488308338,451.05,8372359,0.93,0.6450572488308338,28.99,1211184,0.73,0.9071529006213997,101.35,2773043,1.0,1.0,6742775627.631948
25,2015-05-25,132.54,5761029,1.0,1.0,152.469,457000,0.94,0.9071529006213997,26.6074,10075930,1.0,1.0,87.98,71454580,0.76,0.6450572488308338,451.05,8372359,0.93,0.6450572488308338,28.99,1211184,0.73,0.9071529006213997,101.35,2773043,1.0,1.0,6742775627.631948
26,2015-05-26,129.62,5761029,1.0,1.0,150.0,457000,0.94,0.9176416609314063,26.4536,10075930,1.0,1.0,86.82,71454580,0.76,0.6500682571670026,452.05,8372359,0.93,0.6500682571670026,28.85,1211184,0.73,0.9176416609314063,100.82,2773043,1.0,1.0,6728454266.066914
27,2015-05-27,132.045,5761029,1.0,1.0,150.15,457000,0.94,0.919497954117052,26.4536,10075930,1.0,1.0,87.41,71454580,0.76,0.6522731720044355,459.0,8371692,0.93,0.6522731720044355,29.189,1211184,0.73,0.919497954117052,101.13,2773043,1.0,1.0,6817953667.337181
28,2015-05-28,131.78,5761029,1.0,1.0,147.044,457000,0.94,0.9158767229930851,26.5593,10075930,1.0,1.0,87.94,71454580,0.76,0.6539794650447976,449.75,8370167,0.93,0.6539794650447976,28.214,1211184,0.73,0.9158767229930851,101.15,2773043,1.0,1.0,6800713706.735981
29,2015-05-29,130.28,5761029,1.0,1.0,143.624,457000,0.94,0.9121174807315183,26.2133,10075930,1.0,1.0,87.77,71454580,0.76,0.6553294668894787,446.7,8370167,0.93,0.6553294668894787,27.55,1211184,0.73,0.9121174807315183,100.14,2773043,1.0,1.0,6773142980.033019
30,2015-06-01,130.535,5761029,1.0,1.0,142.728,457000,0.94,0.9176416609314063,26.2229,10075930,1.0,1.0,88.66,71454580,0.78,0.657483809461192,443.55,8367025,0.93,0.657483809461192,27.293,1211184,0.73,0.9176416609314063,100.04,2773043,1.0,1.0,6890213569.350525
31,2015-06-02,129.96,5761029,1.0,1.0,143.013,457000,0.94,0.898593700858157,26.271,10075930,1.0,1.0,88.65,71454580,0.78,0.6525072591432579,443.55,8365457,0.93,0.6525072591432579,27.034,1211184,0.73,0.898593700858157,99.98,2773043,1.0,1.0,6842942846.8554945
32,2015-06-03,130.12,5761029,1.0,1.0,144.253,457000,0.94,0.8876658825618038,26.4632,10075930,1.0,1.0,88.93,71454580,0.78,0.6523582751647204,447.45,8363880,0.93,0.6523582751647204,27.076,1211184,0.73,0.8876658825618038,100.09,2773043,1.0,1.0,6873975198.521286
33,2015-06-04,129.36,5761029,1.0,1.0,142.493,457000,0.94,0.8863676653075695,26.2037,10075930,1.0,1.0,87.5,71454580,0.78,0.6509145349215648,442.5,8362305,0.93,0.6509145349215648,26.66,1211184,0.73,0.8863676653075695,99.23,2773043,1.0,1.0,6773946569.741119
34,2015-06-05,128.65,5761029,1.0,1.0,143.018,457000,0.94,0.9001305189252441,26.2325,10075930,1.0,1.0,87.09,71454580,0.78,0.6560388374991799,439.4,8360705,0.93,0.6560388374991799,26.449,1211184,0.73,0.9001305189252441,98.59,2773043,1.0,1.0,6780961624.6178255
35,2015-06-08,127.8,5761029,1.0,1.0,140.296,457000,0.94,0.8924985496898568,26.1844,10075930,1.0,1.0,86.43,71454580,0.78,0.6547930853850183,438.8,8359095,0.93,0.6547930853850183,26.172,1211184,0.73,0.8924985496898568,97.96,2773043,1.0,1.0,6734049132.084204
36,2015-06-09,127.42,5761029,1.0,1.0,139.669,457000,0.94,0.8893236693494597,26.271,10075930,1.0,1.0,86.48,71454580,0.78,0.6528693608408958,440.7,8357992,0.93,0.6528693608408958,25.883,1211184,0.73,0.8893236693494597,98.21,2773043,1.0,1.0,6728032552.9540615
37,2015-06-10,128.88,5761029,1.0,1.0,141.985,457000,0.94,0.8847600088476001,26.5593,10075930,1.0,1.0,86.73,71454580,0.78,0.6434385355338932,447.1,8356514,0.93,0.6434385355338932,26.859,1211184,0.73,0.8847600088476001,98.88,2773043,1.0,1.0,6705289518.616333
38,2015-06-11,128.59,5761029,1.0,1.0,144.462,457000,0.94,0.8901152699274556,26.444,10075930,1.0,1.0,87.12,71454580,0.78,0.6451821026484725,446.85,8355061,0.93,0.6451821026484725,26.735,1211184,0.73,0.8901152699274556,99.24,2773043,1.0,1.0,6731626094.0442505
39,2015-06-12,127.17,5761029,1.0,1.0,142.379,457000,0.94,0.8874295602786529,26.3286,10075930,1.0,1.0,86.95,71454580,0.78,0.6423020104052926,453.5,8353617,0.93,0.6423020104052926,26.451,1211184,0.73,0.8874295602786529,98.35,2773043,1.0,1.0,6721295050.167941
40,2015-06-15,126.92,5761029,1.0,1.0,140.064,457000,0.94,0.8886124316879193,26.1556,10075930,1.0,1.0,86.38,71454580,0.78,0.6432936635574139,452.55,8352187,0.93,0.6432936635574139,26.181,1211184,0.73,0.8886124316879193,97.49,2773043,1.0,1.0,6697458907.767603
41,2015-06-16,127.6,5761029,1.0,1.0,140.283,457000,0.94,0.8901152699274556,26.1652,10075930,1.0,1.0,85.7,71454580,0.78,0.64,445.25,8350226,0.93,0.64,26.297,1211184,0.73,0.8901152699274556,98.36,2773043,1.0,1.0,6615685899.849359
42,2015-06-17,127.3,5761029,1.0,1.0,138.538,457000,0.94,0.8901945074998887,26.2133,10075930,1.0,1.0,86.35,71454580,0.78,0.6364967220418815,450.8,8349322,0.93,0.6364967220418815,25.87,1211184,0.73,0.8901945074998887,98.73,2773043,1.0,1.0,6635875284.0368595
43,2015-06-18,127.88,5761029,1.0,1.0,142.431,457000,0.94,0.8769622029290537,26.3094,10075930,1.0,1.0,86.13,71454580,0.78,0.6297625795075257,451.1,8347995,0.93,0.6297625795075257,26.436,1211184,0.73,0.8769622029290537,100.36,2773043,1.0,1.0,6582933355.5573845
44,2015-06-19,126.6,5761029,1.0,1.0,140.15,457000,0.94,0.8826904404625298,26.1844,10075930,1.0,1.0,86.5,71454580,0.78,0.6295643414756988,454.25,8347995,0.93,0.6295643414756988,26.181,1211184,0.73,0.8826904404625298,99.86,2773043,1.0,1.0,6599066799.4918585
45,2015-06-22,127.61,5761029,1.0,1.0,146.011,457000,0.94,0.8774623788005089,26.3575,10075930,1.0,1.0,87.08,71454580,0.78,0.6321911746112024,465.0,8345355,0.93,0.6321911746112024,26.927,1211184,0.73,0.8774623788005089,100.09,2773043,1.0,1.0,6704024139.288455
46,2015-06-23,127.03,5761029,1.0,1.0,147.051,457000,0.94,0.8941744534358653,26.4824,10075930,1.0,1.0,87.0,71454580,0.78,0.6358087487283826,468.1,8343817,0.93,0.6358087487283826,27.584,1211184,0.73,0.8941744534358653,99.78,2773043,1.0,1.0,6746096378.082632
47,2015-06-24,128.11,5761029,1.0,1.0,145.0,457000,0.94,0.894094505789262,26.2037,10075930,1.0,1.0,87.13,71454580,0.78,0.6361727845282779,463.4,8342279,0.93,0.6361727845282779,26.969,1211184,0.73,0.894094505789262,99.33,2773043,1.0,1.0,6731054776.166744
48,2015-06-25,127.5,5761029,1.0,1.0,145.857,457000,0.94,0.8934554389099844,25.9922,10075930,1.0,1.0,87.52,71454580,0.78,0.6358896095637797,461.2,8340727,0.93,0.6358896095637797,27.124,1211184,0.73,0.8934554389099844,99.12,2773043,1.0,1.0,6725375411.247699
49,2015-06-26,126.75,5761029,1.0,1.0,146.172,457000,0.94,0.8976257798123962,26.0403,10075930,1.0,1.0,87.06,71454580,0.78,0.6356268870173208,464.15,8339155,0.93,0.6356268870173208,27.117,1211184,0.73,0.8976257798123962,99.64,2773043,1.0,1.0,6719054540.630224
50,2015-06-29,124.53,5761029,1.0,1.0,141.15,457000,0.94,0.8968207703690416,25.6077,10075930,1.0,1.0,85.87,71454580,0.78,0.6351626016260162,459.7,8337595,0.93,0.6351626016260162,26.32,1211184,0.73,0.8968207703690416,97.68,2773043,1.0,1.0,6625439663.161167
51,2015-06-30,125.425,5761029,1.0,1.0,140.248,457000,0.94,0.8975049362771494,25.5404,10096430,1.0,1.0,85.24,71454580,0.78,0.6358491765753164,450.2,8337610,0.93,0.6358491765753164,26.299,1211184,0.73,0.8975049362771494,97.46,2773043,1.0,1.0,6566096574.622589
52,2015-07-01,126.6,5761029,1.0,1.0,142.948,457000,0.94,0.9007386056566384,25.6269,10096430,1.0,1.0,86.86,71454580,0.81,0.6396929473852551,456.25,8337610,0.93,0.6396929473852551,26.431,1211184,0.73,0.9007386056566384,98.47,2773043,1.0,1.0,6816514172.004585
53,2015-07-02,126.44,5761029,1.0,1.0,141.85,457000,0.94,0.9005358188121934,25.7423,10096430,1.0,1.0,86.21,71454580,0.81,0.6406970784213224,456.25,8337610,0.93,0.6406970784213224,26.37,1211184,0.73,0.9005358188121934,98.44,2773043,1.0,1.0,6800680695.277225
54,2015-07-03,126.44,5761029,1.0,1.0,142.119,457000,0.94,0.9008603216071348,25.7423,10096430,1.0,1.0,85.14,71454580,0.81,0.6409023905659168,453.8,8337610,0.93,0.6409023905659168,26.228,1211184,0.73,0.9008603216071348,98.44,2773043,1.0,1.0,6750583554.8933115
55,2015-07-06,126.0,5761029,1.0,1.0,138.286,457000,0.94,0.9029753036254458,25.2905,10096430,1.0,1.0,84.15,71454580,0.81,0.640943468786053,446.8,8337610,0.93,0.640943468786053,26.803,1211184,0.73,0.9029753036254458,98.2,2773043,1.0,1.0,6670804265.840241
56,2015-07-07,125.69,5761029,1.0,1.0,137.245,457000,0.94,0.9144529285355036,25.4443,10096430,1.0,1.0,84.0,71454580,0.81,0.6485294594506956,438.3,8337610,0.93,0.6485294594506956,26.61,1211184,0.73,0.9144529285355036,98.92,2773043,1.0,1.0,6687811140.708023
57,2015-07-08,122.57,5761029,1.0,1.0,138.311,457000,0.94,0.903750564844103,24.8867,10096430,1.0,1.0,82.33,71454580,0.81,0.6512960791976032,440.3,8337610,0.93,0.6512960791976032,26.621,1211184,0.73,0.903750564844103,97.77,2773043,1.0,1.0,6630559232.325824
58,2015-07-09,120.07,5761029,1.0,1.0,141.375,457000,0.94,0.9053460685346975,25.0117,10096430,1.0,1.0,83.56,71454580,0.81,0.6498992656138298,450.4,8337610,0.93,0.6498992656138298,27.269,1211184,0.73,0.9053460685346975,98.4,2773043,1.0,1.0,6706747063.302285
59,2015-07-10,123.28,5702722,1.0,1.0,146.163,457000,0.94,0.8950147677436678,25.252,10096430,1.0,1.0,84.33,71454580,0.81,0.6447453255963894,455.15,8337610,0.93,0.6447453255963894,28.088,1211184,0.73,0.8950147677436678,99.53,2773043,1.0,1.0,6734779198.950681
60,2015-07-13,125.66,5702722,1.0,1.0,148.756,457000,0.94,0.9082239680305163,25.4443,10096430,1.0,1.0,85.3,71454580,0.81,0.6439979392065945,460.15,8338167,0.93,0.6439979392065945,28.344,1211184,0.73,0.9082239680305163,100.27,2773043,1.0,1.0,6809710836.063259
61,2015-07-14,125.61,5702720,1.0,1.0,150.533,457000,0.94,0.9090909090909091,25.6269,10096430,1.0,1.0,85.65,71454580,0.81,0.6422813834741,463.1,8338167,0.93,0.6422813834741,28.301,1211184,0.73,0.9090909090909091,99.78,2773043,1.0,1.0,6823750682.866575
62,2015-07-15,126.82,5702720,1.0,1.0,151.818,457000,0.94,0.9127002236115548,25.7327,10096430,1.0,1.0,85.66,71454580,0.81,0.6404508774177021,469.45,8338167,0.93,0.6404508774177021,28.481,1211184,0.73,0.9127002236115548,100.42,2773043,1.0,1.0,6850726013.477919
63,2015-07-16,128.51,5702720,1.0,1.0,154.386,457000,0.94,0.9171366992250195,25.9922,10096430,1.0,1.0,86.51,71454580,0.81,0.6414368184733804,472.3,8338167,0.93,0.6414368184733804,28.77,1211184,0.73,0.9171366992250195,101.11,2773043,1.0,1.0,6920753889.967471
64,2015-07-17,129.62,5702720,1.0,1.0,153.941,457000,0.94,0.9213617727000506,26.1844,10096430,1.0,1.0,87.4,71454580,0.81,0.6396111164412037,477.9,8338167,0.93,0.6396111164412037,28.687,1211184,0.73,0.9213617727000506,100.08,2773043,1.0,1.0,6971206861.084474
65,2015-07-20,132.07,5702720,1.0,1.0,155.101,457000,0.94,0.9205136466148112,26.0883,10096430,1.0,1.0,87.59,71454580,0.81,0.64145739119279,479.15,8338167,0.93,0.64145739119279,28.962,1211184,0.73,0.9205136466148112,100.37,2773043,1.0,1.0,7015070648.024398
66,2015-07-21,130.75,5702720,1.0,1.0,152.227,457000,0.94,0.9146202039603054,25.8096,10096430,1.0,1.0,87.65,71454580,0.81,0.6425909266161162,476.5,8338167,0.93,0.6425909266161162,28.469,1211184,0.73,0.9146202039603054,100.34,2773043,1.0,1.0,7001559426.524278
67,2015-07-22,125.22,5702720,1.0,1.0,153.428,457000,0.94,0.9181471789927925,25.5981,10096430,1.0,1.0,87.17,71454580,0.81,0.6396315722144046,469.5,8338167,0.93,0.6396315722144046,28.544,1211184,0.73,0.9181471789927925,100.18,2773043,1.0,1.0,6889860468.75867
68,2015-07-23,125.16,5702720,1.0,1.0,153.272,457000,0.94,0.9108712483490459,25.2424,10096430,1.0,1.0,86.29,71454580,0.81,0.6441016392386718,463.8,8338167,0.93,0.6441016392386718,28.318,1211184,0.73,0.9108712483490459,100.2,2773043,1.0,1.0,6862627531.767601
69,2015-07-24,124.5,5702720,1.0,1.0,152.4,457000,0.94,0.9119511194199992,24.7522,10096430,1.0,1.0,85.36,71454580,0.81,0.6450364445591176,462.3,8338167,0.93,0.6450364445591176,27.924,1211184,0.73,0.9119511194199992,99.15,2769105,1.0,1.0,6815858822.879017
70,2015-07-27,122.77,5702720,1.0,1.0,148.515,457000,0.94,0.9007791739854974,24.9444,10096430,1.0,1.0,84.82,71454580,0.81,0.6421164157061675,461.8,8338167,0.93,0.6421164157061675,27.3,1211184,0.73,0.9007791739854974,98.28,2769105,1.0,1.0,6755064115.702447
71,2015-07-28,123.38,5702720,1.0,1.0,150.918,457000,0.94,0.9060022650056625,25.0886,10096430,1.0,1.0,85.14,71454580,0.81,0.6418897233455292,465.6,8338167,0.93,0.6418897233455292,27.628,1211184,0.73,0.9060022650056625,99.02,2769105,1.0,1.0,6792583512.302907
72,2015-07-29,122.99,5702720,1.0,1.0,150.001,457000,0.94,0.9064539521392314,25.2424,10096430,1.0,1.0,85.6,71454580,0.81,0.6389163977893493,473.5,8338167,0.93,0.6389163977893493,27.423,1211184,0.73,0.9064539521392314,99.73,2769105,1.0,1.0,6824161154.217647
73,2015-07-30,122.37,5702720,1.0,1.0,150.456,457000,0.94,0.9153737013135613,25.1078,10096430,1.0,1.0,86.02,71454580,0.81,0.6405534381705794,467.95,8338167,0.93,0.6405534381705794,27.446,1211184,0.73,0.9153737013135613,99.84,2769105,1.0,1.0,6822684311.191877
74,2015-07-31,121.3,5702720,1.0,1.0,149.21,457000,0.94,0.9051002398515635,25.0886,10096430,1.0,1.0,83.2,71454580,0.81,0.6408202499198975,464.45,8338220,0.93,0.6408202499198975,27.563,1211184,0.73,0.9051002398515635,100.21,2769105,1.0,1.0,6696435402.49921
75,2015-08-03,118.44,5702720,1.0,1.0,151.234,457000,0.94,0.9113693324219639,24.8675,10096430,1.0,1.0,83.07,71454580,0.82,0.6403893567288912,469.2,8338220,0.93,0.6403893567288912,27.974,1211184,0.73,0.9113693324219639,100.02,2769105,1.0,1.0,6732200078.096447
76,2015-08-04,114.64,5702720,1.0,1.0,152.733,457000,0.94,0.912367136535742,24.8964,10096430,1.0,1.0,82.47,71454580,0.82,0.6411283859592883,469.5,8338220,0.93,0.6411283859592883,27.963,1211184,0.73,0.912367136535742,99.8,2769105,1.0,1.0,6696118661.406737
77,2015-08-05,115.4,5702720,1.0,1.0,154.792,457000,0.94,0.9202595131827176,25.0886,10096430,1.0,1.0,82.9,71454580,0.82,0.6407381303261357,467.55,8338220,0.93,0.6407381303261357,28.246,1211184,0.73,0.9202595131827176,100.52,2769105,1.0,1.0,6709292107.670412
78,2015-08-06,115.13,5702720,1.0,1.0,155.3,457000,0.94,0.9163383121048292,25.0213,10096430,1.0,1.0,83.3,71454580,0.82,0.6450364445591176,470.3,8338220,0.93,0.6450364445591176,27.367,1211184,0.73,0.9163383121048292,99.07,2769105,1.0,1.0,6767522505.140906
79,2015-08-07,115.52,5702720,1.0,1.0,153.475,457000,0.94,0.9141185611773848,24.7906,10096430,1.0,1.0,82.13,71454580,0.82,0.646370628918622,465.3,8338220,0.93,0.646370628918622,26.911,1211184,0.73,0.9141185611773848,98.85,2769105,1.0,1.0,6707526152.130911
80,2015-08-10,119.72,5702720,1.0,1.0,156.736,457000,0.94,0.9107053412868267,25.2232,10096430,1.0,1.0,81.3,71454580,0.82,0.6432729728860441,471.6,8338220,0.93,0.6432729728860441,27.258,1211184,0.73,0.9107053412868267,99.79,2769105,1.0,1.0,6713756219.827651
81,2015-08-11,113.49,5702720,1.0,1.0,154.569,457000,0.94,0.9051821679112922,24.7137,10096430,1.0,1.0,81.08,71454580,0.82,0.6421782686873877,465.4,8338220,0.93,0.6421782686873877,26.87,1211184,0.73,0.9051821679112922,99.01,2769105,1.0,1.0,6620895286.356325
82,2015-08-12,115.24,5702720,1.0,1.0,150.831,457000,0.94,0.8936949819026767,24.8579,10096430,1.0,1.0,80.16,71454580,0.82,0.6395293064304672,461.4,8338220,0.93,0.6395293064304672,26.469,1211184,0.73,0.8936949819026767,98.71,2769105,1.0,1.0,6552257124.32694
83,2015-08-13,115.15,5702720,1.0,1.0,152.757,457000,0.94,0.8986744551786117,24.7906,10096430,1.0,1.0,79.45,71454580,0.82,0.6416837782340863,454.35,8338220,0.93,0.6416837782340863,26.451,1211184,0.73,0.8986744551786117,98.48,2769105,1.0,1.0,6507648452.069043
84,2015-08-14,115.96,5702720,1.0,1.0,153.732,457000,0.94,0.900009000090001,25.0694,10096430,1.0,1.0,80.1,71454580,0.82,0.6406560317765392,456.2,8338220,0.93,0.6406560317765392,26.256,1211184,0.73,0.900009000090001,98.81,2769105,1.0,1.0,6541521886.393842
85,2015-08-17,117.16,5702720,1.0,1.0,152.187,457000,0.94,0.9029753036254458,25.1944,10096430,1.0,1.0,80.0,71454580,0.82,0.6410461873778006,455.45,8338220,0.93,0.6410461873778006,26.35,1211184,0.73,0.9029753036254458,99.87,2769105,1.0,1.0,6548029954.886748
86,2015-08-18,116.5,5702720,1.0,1.0,152.457,457000,0.94,0.9062485839865875,25.0598,10096430,1.0,1.0,80.28,71454580,0.82,0.6387531538436971,454.45,8338220,0.93,0.6387531538436971,26.171,1211184,0.73,0.9062485839865875,99.37,2769105,1.0,1.0,6528453729.50434
87,2015-08-19,115.01,5702720,1.0,1.0,149.985,457000,0.94,0.9045271584279317,24.733,10096430,1.0,1.0,78.91,71454580,0.82,0.6390593047034765,447.15,8338220,0.93,0.6390593047034765,25.846,1211184,0.73,0.9045271584279317,99.31,2769105,1.0,1.0,6430162362.181234
88,2015-08-20,112.65,5702720,1.0,1.0,143.601,457000,0.94,0.8929767379559762,24.2139,10096430,1.0,1.0,78.36,71454580,0.82,0.6382435537401072,446.1,8338220,0.93,0.6382435537401072,25.219,1211184,0.73,0.8929767379559762,98.79,2769105,1.0,1.0,6373705786.232769
89,2015-08-21,105.76,5702720,1.0,1.0,139.74,457000,0.94,0.8838607035531201,23.6371,10096430,1.0,1.0,75.85,71454580,0.82,0.6382231866483709,435.7,8338220,0.93,0.6382231866483709,24.451,1211184,0.73,0.8838607035531201,95.56,2769105,1.0,1.0,6171317431.35125
90,2015-08-24,103.12,5702720,1.0,1.0,136.3,457000,0.94,0.8638935683123838,22.945,10096430,1.0,1.0,73.46,71454580,0.82,0.6355057036636904,414.2,8338220,0.93,0.6355057036636904,24.15,1211184,0.73,0.8638935683123838,92.82,2769105,1.0,1.0,5922344363.523534
